"Intensity","ProteinGroup","external_gene_name","description"
697.566979980469,"A6NM62_REVERSED",NA,NA
811.618835449219,"A6NM62","LRRC53","leucine rich repeat containing 53 [Source:HGNC Symbol;Acc:HGNC:25255]"
577.512390136719,"A6NM66_REVERSED",NA,NA
631.536926269531,"A6NMB1_REVERSED",NA,NA
631.536926269531,"A6NMB1",NA,NA
787.60791015625,"A6NMB9_REVERSED",NA,NA
661.550598144531,"A6NMB9","FIGNL2","fidgetin like 2 [Source:HGNC Symbol;Acc:HGNC:13287]"
481.46875,"A6NMN3_REVERSED",NA,NA
481.46875,"A6NMN3","FAM170B","family with sequence similarity 170 member B [Source:HGNC Symbol;Acc:HGNC:19736]"
637.539672851562,"A6NMX2_REVERSED",NA,NA
547.498748779297,"A6NN14","ZNF729","zinc finger protein 729 [Source:HGNC Symbol;Acc:HGNC:32464]"
631.536926269531,"A6NN90_REVERSED",NA,NA
631.536926269531,"A6NN90","C2orf81","chromosome 2 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:34350]"
787.60791015625,"A6NNA2",NA,NA
442.45100402832,"A6NNF4_REVERSED",NA,NA
475.466003417969,"A6NNF4","ZNF726","zinc finger protein 726 [Source:HGNC Symbol;Acc:HGNC:32462]"
583.51513671875,"A6NNL0_REVERSED",NA,NA
583.51513671875,"A6NNL0","NUTM2B","NUT family member 2B [Source:HGNC Symbol;Acc:HGNC:23445]"
771.600606282552,"A6NNM8_REVERSED",NA,NA
773.601521809896,"A6NNM8","TTLL13","tubulin tyrosine ligase like 13 [Source:HGNC Symbol;Acc:HGNC:32484]"
799.613342285156,"A6NNZ2_REVERSED",NA,NA
511.482391357422,"A6NNZ2","TUBB8B","tubulin beta 8B [Source:HGNC Symbol;Acc:HGNC:24983]"
727.580596923828,"A6NP11_REVERSED",NA,NA
727.580596923828,"A6NP11","ZNF716","zinc finger protein 716 [Source:HGNC Symbol;Acc:HGNC:32458]"
448.453735351562,"A6NP61","ZAR1L","zygote arrest 1 like [Source:HGNC Symbol;Acc:HGNC:37116]"
517.485107421875,"A6PVI3_REVERSED",NA,NA
517.485107421875,"A6PVI3","NCBP2L","nuclear cap binding protein subunit 2 like [Source:HGNC Symbol;Acc:HGNC:31795]"
466.4619140625,"A6PVS8","LRRIQ3","leucine rich repeats and IQ motif containing 3 [Source:HGNC Symbol;Acc:HGNC:28318]"
439.449645996094,"A6QL64_REVERSED",NA,NA
439.449645996094,"A6QL64","ANKRD36","ankyrin repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:24079]"
421.441452026367,"A7E2V4_REVERSED",NA,NA
485.470550537109,"A7E2V4","ZSWIM8","zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]"
634.538314819336,"A7KAX9_REVERSED",NA,NA
781.605163574219,"A7KAX9","ARHGAP32","Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399]"
733.583312988281,"A7MBM2_REVERSED",NA,NA
451.456451416016,"A7MD48_REVERSED",NA,NA
397.433258056641,"A7MD48","SRRM4","serine/arginine repetitive matrix 4 [Source:HGNC Symbol;Acc:HGNC:29389]"
799.613342285156,"A7XYQ1_REVERSED",NA,NA
799.613342285156,"A7XYQ1","SOBP","sine oculis binding protein homolog [Source:HGNC Symbol;Acc:HGNC:29256]"
481.46875,"A8K010_REVERSED",NA,NA
481.46875,"A8K010",NA,NA
799.613342285156,"A8K0R7_REVERSED",NA,NA
799.613342285156,"A8K0R7","ZNF839","zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]"
451.455078125,"A8K554_REVERSED",NA,NA
451.455078125,"A8K554",NA,NA
535.493286132812,"A8K855","EFCAB7","EF-hand calcium binding domain 7 [Source:HGNC Symbol;Acc:HGNC:29379]"
445.452362060547,"A8K8V0_REVERSED",NA,NA
433.446899414062,"A8MPY1","GABRR3","gamma-aminobutyric acid type A receptor subunit rho3 [Source:HGNC Symbol;Acc:HGNC:17969]"
559.504669189453,"A8MQ14_REVERSED",NA,NA
515.984764099121,"A8MQ14","ZNF850","zinc finger protein 850 [Source:HGNC Symbol;Acc:HGNC:27994]"
561.505116780599,"A8MT19_REVERSED",NA,NA
460.459182739258,"A8MT19",NA,NA
502.478286743164,"A8MT65_REVERSED",NA,NA
502.478286743164,"A8MT65","ZNF891","zinc finger protein 891 [Source:HGNC Symbol;Acc:HGNC:38709]"
637.539672851562,"A8MT66_REVERSED",NA,NA
847.635192871094,"A8MT70","ZBBX","zinc finger B-box domain containing [Source:HGNC Symbol;Acc:HGNC:26245]"
475.466003417969,"A8MTJ3_REVERSED",NA,NA
475.466003417969,"A8MTJ3","GNAT3","G protein subunit alpha transducin 3 [Source:HGNC Symbol;Acc:HGNC:22800]"
463.460540771484,"A8MTY0_REVERSED",NA,NA
733.583312988281,"A8MU46_REVERSED",NA,NA
733.583312988281,"A8MU46","SMTNL1","smoothelin like 1 [Source:HGNC Symbol;Acc:HGNC:32394]"
439.449645996094,"A8MUI8_REVERSED",NA,NA
478.467376708984,"A8MUI8",NA,NA
757.59423828125,"A8MUP6_REVERSED",NA,NA
757.59423828125,"A8MUP6","GSG1L2","GSG1 like 2 [Source:HGNC Symbol;Acc:HGNC:51826]"
619.531494140625,"A8MUX0_REVERSED",NA,NA
646.543762207031,"A8MUX0","KRTAP16-1","keratin associated protein 16-1 [Source:HGNC Symbol;Acc:HGNC:18916]"
817.621520996094,"A8MVA2_REVERSED",NA,NA
937.676086425781,"A8MVJ9_REVERSED",NA,NA
549.499664306641,"A8MVM7_REVERSED",NA,NA
549.499664306641,"A8MVM7",NA,NA
733.583312988281,"A8MVS5_REVERSED",NA,NA
715.575134277344,"A8MVS5","C19orf38","chromosome 19 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:34073]"
571.509643554688,"A8MVX0_REVERSED",NA,NA
727.580627441406,"A8MW92_REVERSED",NA,NA
559.504211425781,"A8MW95_REVERSED",NA,NA
697.566955566406,"A8MWA6_REVERSED",NA,NA
697.566955566406,"A8MWA6","FAM90A22","family with sequence similarity 90 member A22 [Source:HGNC Symbol;Acc:HGNC:32270]"
739.586059570312,"A8MWP4_REVERSED",NA,NA
683.560587565104,"A8MWY0_REVERSED",NA,NA
667.553344726562,"A8MWY0","ELAPOR2","endosome-lysosome associated apoptosis and autophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:21945]"
469.463287353516,"A8MX76","CAPN14","calpain 14 [Source:HGNC Symbol;Acc:HGNC:16664]"
793.610595703125,"A8MXE2_REVERSED",NA,NA
793.610595703125,"A8MXE2","B3GALT9","beta-1,3-galactosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:53652]"
409.436004638672,"A8MXT2_REVERSED",NA,NA
511.48237101237,"A8MXY4_REVERSED",NA,NA
515.484191894531,"A8MXY4","ZNF99","zinc finger protein 99 [Source:HGNC Symbol;Acc:HGNC:13175]"
487.471466064453,"A8MY62_REVERSED",NA,NA
769.599670410156,"A8MYU2","KCNU1","potassium calcium-activated channel subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:18867]"
613.528747558594,"A8MZA4","GOLGA6L6","golgin A6 family like 6 [Source:HGNC Symbol;Acc:HGNC:37225]"
517.485107421875,"A8MZG2","C16orf90","chromosome 16 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:34455]"
694.565582275391,"A8TX70_REVERSED",NA,NA
517.485107421875,"A8TX70","COL6A5","collagen type VI alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:26674]"
565.506958007812,"B0I1T2","MYO1G","myosin IG [Source:HGNC Symbol;Acc:HGNC:13880]"
547.500106811523,"B1AJZ9_REVERSED",NA,NA
547.500106811523,"B1AJZ9","FHAD1","forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]"
403.434631347656,"B1AK53","ESPN","espin [Source:HGNC Symbol;Acc:HGNC:13281]"
667.553344726562,"B1AKI9_REVERSED",NA,NA
667.553344726562,"B1AKI9","ISM1","isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]"
499.476928710938,"B1ANS9_REVERSED",NA,NA
667.553314208984,"B2RC85_REVERSED",NA,NA
630.036254882812,"B2RC85","RSPH10B2","radial spoke head 10 homolog B2 [Source:HGNC Symbol;Acc:HGNC:34385]"
487.471466064453,"B2RD01_REVERSED",NA,NA
487.471466064453,"B2RD01",NA,NA
703.569702148438,"B2RTY4_REVERSED",NA,NA
703.569702148438,"B2RTY4","MYO9A","myosin IXA [Source:HGNC Symbol;Acc:HGNC:7608]"
583.51513671875,"B2RU33_REVERSED",NA,NA
643.542419433594,"B2RXF5_REVERSED",NA,NA
643.542419433594,"B2RXF5","ZBTB42","zinc finger and BTB domain containing 42 [Source:HGNC Symbol;Acc:HGNC:32550]"
733.583312988281,"B2RXH2_REVERSED",NA,NA
733.583312988281,"B2RXH2","KDM4E","lysine demethylase 4E [Source:HGNC Symbol;Acc:HGNC:37098]"
475.466003417969,"B3KU38_REVERSED",NA,NA
763.596984863281,"B4DH59_REVERSED",NA,NA
763.596984863281,"B4DH59",NA,NA
655.5478515625,"B4DJY2_REVERSED",NA,NA
673.556030273438,"B4DJY2","TMEM233","transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219]"
622.534225463867,"B4DU55_REVERSED",NA,NA
577.512390136719,"B4DU55","ZNF879","zinc finger protein 879 [Source:HGNC Symbol;Acc:HGNC:37273]"
622.532867431641,"B4DXR9_REVERSED",NA,NA
622.532867431641,"B4DXR9","ZNF732","zinc finger protein 732 [Source:HGNC Symbol;Acc:HGNC:37138]"
499.476928710938,"B4E2M5","ANKRD66","ankyrin repeat domain 66 [Source:HGNC Symbol;Acc:HGNC:44669]"
427.444183349609,"B5MCY1_REVERSED",NA,NA
493.474182128906,"B7U540_REVERSED",NA,NA
577.512390136719,"B7Z1M9_REVERSED",NA,NA
577.512390136719,"B7Z1M9","C2CD4D","C2 calcium dependent domain containing 4D [Source:HGNC Symbol;Acc:HGNC:37210]"
601.523315429688,"B7Z368_REVERSED",NA,NA
601.523315429688,"B7Z368",NA,NA
583.51513671875,"B7Z6K7_REVERSED",NA,NA
607.526062011719,"B7Z6K7","ZNF814","zinc finger protein 814 [Source:HGNC Symbol;Acc:HGNC:33258]"
757.59423828125,"B7Z8K6_REVERSED",NA,NA
757.59423828125,"B7Z8K6",NA,NA
547.498779296875,"B7ZAP0","RABGAP1L","RAB GTPase activating protein 1 like [Source:HGNC Symbol;Acc:HGNC:24663]"
646.543762207031,"B7ZBB8_REVERSED",NA,NA
841.632446289062,"B7ZBB8","PPP1R3G","protein phosphatase 1 regulatory subunit 3G [Source:HGNC Symbol;Acc:HGNC:14945]"
679.558776855469,"B7ZC32_REVERSED",NA,NA
535.493286132812,"B7ZW38_REVERSED",NA,NA
517.485107421875,"B7ZW38","HNRNPCL3","heterogeneous nuclear ribonucleoprotein C like 3 [Source:HGNC Symbol;Acc:HGNC:51235]"
433.446899414062,"B9A014","C21orf140","chromosome 21 open reading frame 140 [Source:HGNC Symbol;Acc:HGNC:39602]"
673.556030273438,"B9A064_REVERSED",NA,NA
625.534240722656,"C0HMD7_REVERSED",NA,NA
625.534240722656,"C0HMD7",NA,NA
541.496032714844,"C9J069_REVERSED",NA,NA
541.496032714844,"C9J069","AJM1","apical junction component 1 homolog [Source:HGNC Symbol;Acc:HGNC:37284]"
502.478286743164,"C9J1S8_REVERSED",NA,NA
403.434631347656,"C9J302_REVERSED",NA,NA
403.434631347656,"C9J302","C4orf51","chromosome 4 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:37264]"
547.498779296875,"C9J6K1","C19orf81","chromosome 19 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:40041]"
475.466003417969,"C9JC47",NA,NA
781.605163574219,"C9JE40","PATL2","PAT1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:33630]"
547.498779296875,"C9JLJ4","USP17L13","ubiquitin specific peptidase 17 like family member 13 [Source:HGNC Symbol;Acc:HGNC:44441]"
577.512390136719,"C9JLR9_REVERSED",NA,NA
580.513763427734,"C9JLR9","ZFTA","zinc finger translocation associated [Source:HGNC Symbol;Acc:HGNC:28449]"
628.535583496094,"C9JN71_REVERSED",NA,NA
628.535583496094,"C9JN71","ZNF878","zinc finger protein 878 [Source:HGNC Symbol;Acc:HGNC:37246]"
469.463287353516,"C9JRZ8_REVERSED",NA,NA
703.569702148438,"C9JRZ8","AKR1B15","aldo-keto reductase family 1 member B15 [Source:HGNC Symbol;Acc:HGNC:37281]"
835.629699707031,"D3W0D1_REVERSED",NA,NA
611.527842203776,"D3W0D1","KLRF2","killer cell lectin like receptor F2 [Source:HGNC Symbol;Acc:HGNC:37646]"
565.506958007812,"D6RBM5","USP17L23","ubiquitin specific peptidase 17 like family member 23 [Source:HGNC Symbol;Acc:HGNC:44451]"
619.531478881836,"D6RIA3_REVERSED",NA,NA
565.506942749023,"D6RIA3","C4orf54","chromosome 4 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:27741]"
613.528747558594,"E7ETH6_REVERSED",NA,NA
661.550598144531,"E9PB15_REVERSED",NA,NA
409.436004638672,"E9PJI5","NPIPA7","nuclear pore complex interacting protein family member A7 [Source:HGNC Symbol;Acc:HGNC:41982]"
523.487854003906,"F5H094","SLCO1B3-SLCO1B7","SLCO1B3-SLCO1B7 readthrough [Source:HGNC Symbol;Acc:HGNC:54403]"
871.646057128906,"F5H4B4_REVERSED",NA,NA
403.434631347656,"F5H4B4","FAM227A","family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]"
721.577880859375,"H0YKK7_REVERSED",NA,NA
589.517852783203,"H0YM25_REVERSED",NA,NA
703.569702148438,"H0YM25","GOLGA6L22","golgin A6 family like 22 [Source:HGNC Symbol;Acc:HGNC:50289]"
745.588806152344,"H3BNL8","ARMH2","armadillo like helical domain containing 2 [Source:HGNC Symbol;Acc:HGNC:49394]"
763.596984863281,"H3BS89_REVERSED",NA,NA
763.596984863281,"H3BS89","TMEM178B","transmembrane protein 178B [Source:HGNC Symbol;Acc:HGNC:44112]"
685.5615234375,"H7C241","CLDN34","claudin 34 [Source:HGNC Symbol;Acc:HGNC:51259]"
445.452362060547,"I1YAP6_REVERSED",NA,NA
427.444183349609,"I1YAP6","TRIM77","tripartite motif containing 77 [Source:HGNC Symbol;Acc:HGNC:34228]"
715.575134277344,"I3L273_REVERSED",NA,NA
715.575134277344,"I3L273","GFY","golgi associated olfactory signaling regulator [Source:HGNC Symbol;Acc:HGNC:44663]"
703.569702148438,"I3L3R5_REVERSED",NA,NA
553.501480102539,"M0R2J8_REVERSED",NA,NA
563.506022135417,"M0R2J8","DCDC1","doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]"
517.485107421875,"O00115","DNASE2","deoxyribonuclease 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]"
844.6337890625,"O00139_REVERSED",NA,NA
844.6337890625,"O00139","KIF2A","kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]"
889.654296875,"O00144_REVERSED",NA,NA
889.654296875,"O00144","FZD9","frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]"
505.479644775391,"O00148_REVERSED",NA,NA
553.50146484375,"O00148","DDX39A","DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821]"
601.523315429688,"O00151","PDLIM1","PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]"
661.550598144531,"O00160_REVERSED",NA,NA
607.526062011719,"O00170_REVERSED",NA,NA
607.526062011719,"O00170","AIP","aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]"
781.605163574219,"O00178","GTPBP1","GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]"
589.517822265625,"O00186_REVERSED",NA,NA
547.498779296875,"O00187_REVERSED",NA,NA
547.498779296875,"O00187","MASP2","MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
403.434631347656,"O00214_REVERSED",NA,NA
592.519897460938,"O00214","LGALS8","galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]"
721.577880859375,"O00221_REVERSED",NA,NA
721.577880859375,"O00221","NFKBIE","NFKB inhibitor epsilon [Source:HGNC Symbol;Acc:HGNC:7799]"
643.542419433594,"O00222_REVERSED",NA,NA
808.617431640625,"O00238_REVERSED",NA,NA
808.617431640625,"O00238","BMPR1B","bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077]"
661.550598144531,"O00255_REVERSED",NA,NA
415.438720703125,"O00258_REVERSED",NA,NA
721.577880859375,"O00267_REVERSED",NA,NA
574.511032104492,"O00267","SUPT5H","SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]"
859.640625,"O00291_REVERSED",NA,NA
559.504211425781,"O00300","TNFRSF11B","TNF receptor superfamily member 11b [Source:HGNC Symbol;Acc:HGNC:11909]"
445.452362060547,"O00305_REVERSED",NA,NA
919.667907714844,"O00308_REVERSED",NA,NA
919.667907714844,"O00308","WWP2","WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804]"
841.632446289062,"O00327_REVERSED",NA,NA
415.438720703125,"O00330_REVERSED",NA,NA
415.438720703125,"O00330","PDHX","pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350]"
583.51513671875,"O00341","SLC1A7","solute carrier family 1 member 7 [Source:HGNC Symbol;Acc:HGNC:10945]"
637.539672851562,"O00358_REVERSED",NA,NA
661.550598144531,"O00370_REVERSED",NA,NA
661.550598144531,"O00370",NA,NA
595.520568847656,"O00400","SLC33A1","solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]"
643.542419433594,"O00408_REVERSED",NA,NA
667.553329467773,"O00408","PDE2A","phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]"
595.520584106445,"O00409","FOXN3","forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]"
541.496032714844,"O00410","IPO5","importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]"
724.579254150391,"O00411_REVERSED",NA,NA
739.586059570312,"O00411","POLRMT","RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200]"
571.509643554688,"O00418_REVERSED",NA,NA
525.488728841146,"O00418","EEF2K","eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]"
667.553344726562,"O00423_REVERSED",NA,NA
667.553344726562,"O00423","EML1","EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]"
601.523315429688,"O00429","DNM1L","dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973]"
451.455078125,"O00443_REVERSED",NA,NA
451.455078125,"O00443","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]"
622.532852172852,"O00444_REVERSED",NA,NA
658.549224853516,"O00444","PLK4","polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]"
625.534240722656,"O00459_REVERSED",NA,NA
895.656982421875,"O00462_REVERSED",NA,NA
649.545135498047,"O00463_REVERSED",NA,NA
685.5615234375,"O00463","TRAF5","TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]"
523.487854003906,"O00468","AGRN","agrin [Source:HGNC Symbol;Acc:HGNC:329]"
769.599670410156,"O00470_REVERSED",NA,NA
796.611968994141,"O00470","MEIS1","Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]"
865.643371582031,"O00471_REVERSED",NA,NA
745.588806152344,"O00472_REVERSED",NA,NA
559.504211425781,"O00478","BTN3A3","butyrophilin subfamily 3 member A3 [Source:HGNC Symbol;Acc:HGNC:1140]"
475.466003417969,"O00481_REVERSED",NA,NA
639.540588378906,"O00481","BTN3A1","butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]"
523.487854003906,"O00482_REVERSED",NA,NA
637.539662679036,"O00507_REVERSED",NA,NA
607.526039123535,"O00507","USP9Y","ubiquitin specific peptidase 9 Y-linked [Source:HGNC Symbol;Acc:HGNC:12633]"
553.50146484375,"O00512_REVERSED",NA,NA
571.509643554688,"O00512","BCL9","BCL9 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:1008]"
541.496032714844,"O00515_REVERSED",NA,NA
541.496032714844,"O00515","LAD1","ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472]"
817.621520996094,"O00533_REVERSED",NA,NA
817.621520996094,"O00533","CHL1","cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]"
457.457824707031,"O00534_REVERSED",NA,NA
607.526031494141,"O00534","VWA5A","von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]"
481.46875,"O00548_REVERSED",NA,NA
734.783874511719,"O00555_REVERSED",NA,NA
675.057411193848,"O00555","CACNA1A","calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]"
559.504211425781,"O00562_REVERSED",NA,NA
559.504211425781,"O00562","PITPNM1","phosphatidylinositol transfer protein membrane associated 1 [Source:HGNC Symbol;Acc:HGNC:9003]"
463.460540771484,"O00571_REVERSED",NA,NA
463.460540771484,"O00571","DDX3X","DEAD-box helicase 3 X-linked [Source:HGNC Symbol;Acc:HGNC:2745]"
547.498779296875,"O00585_REVERSED",NA,NA
841.632446289062,"O00587","MFNG","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]"
649.545166015625,"O00591","GABRP","gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089]"
427.444183349609,"O00602_REVERSED",NA,NA
472.464645385742,"O00602","FCN1","ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]"
529.490539550781,"O00634_REVERSED",NA,NA
682.560119628906,"O00634","NTN3","netrin 3 [Source:HGNC Symbol;Acc:HGNC:8030]"
619.531494140625,"O00635_REVERSED",NA,NA
823.624267578125,"O00635","TRIM38","tripartite motif containing 38 [Source:HGNC Symbol;Acc:HGNC:10059]"
628.535583496094,"O00712_REVERSED",NA,NA
439.449645996094,"O00712","NFIB","nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]"
535.493286132812,"O00744","WNT10B","Wnt family member 10B [Source:HGNC Symbol;Acc:HGNC:12775]"
535.493286132812,"O00754_REVERSED",NA,NA
658.549224853516,"O00754","MAN2B1","mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826]"
595.520568847656,"O00755_REVERSED",NA,NA
702.06901550293,"O00763_REVERSED",NA,NA
749.590616861979,"O00763","ACACB","acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]"
547.498779296875,"O14490_REVERSED",NA,NA
457.457824707031,"O14494","PLPP1","phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]"
427.444183349609,"O14497_REVERSED",NA,NA
607.526031494141,"O14497","ARID1A","AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]"
829.627014160156,"O14511_REVERSED",NA,NA
829.627014160156,"O14511","NRG2","neuregulin 2 [Source:HGNC Symbol;Acc:HGNC:7998]"
526.489196777344,"O14513_REVERSED",NA,NA
581.514200846354,"O14513","NCKAP5","NCK associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]"
535.493286132812,"O14514_REVERSED",NA,NA
535.493286132812,"O14514","ADGRB1","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
781.605163574219,"O14522_REVERSED",NA,NA
736.584686279297,"O14522","PTPRT","protein tyrosine phosphatase receptor type T [Source:HGNC Symbol;Acc:HGNC:9682]"
883.651550292969,"O14523_REVERSED",NA,NA
649.545166015625,"O14525_REVERSED",NA,NA
505.479644775391,"O14530_REVERSED",NA,NA
691.564208984375,"O14531_REVERSED",NA,NA
451.455078125,"O14556","GAPDHS","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:HGNC Symbol;Acc:HGNC:24864]"
577.512390136719,"O14576_REVERSED",NA,NA
773.601521809896,"O14578_REVERSED",NA,NA
773.601521809896,"O14578","CIT","citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]"
493.474182128906,"O14594_REVERSED",NA,NA
632.737506103516,"O14628_REVERSED",NA,NA
675.056747436523,"O14628","ZNF195","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]"
553.50146484375,"O14633","LCE2B","late cornified envelope 2B [Source:HGNC Symbol;Acc:HGNC:16610]"
493.474182128906,"O14638_REVERSED",NA,NA
739.586059570312,"O14638","ENPP3","ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:3358]"
835.629699707031,"O14639","ABLIM1","actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]"
557.50331624349,"O14640_REVERSED",NA,NA
628.535614013672,"O14640","DVL1","dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]"
529.490539550781,"O14641_REVERSED",NA,NA
636.339135742188,"O14646_REVERSED",NA,NA
